kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
15580;1030-1100;;PHL;FEBC Manila;SAS;INS;b;1;;
15580;0300-0500;;USA;Voice of America;E;Af;/KWT;0;;
15580;0500-0700;;USA;Voice of America;E;Af;/BOT;0;;
15580;1400-1600;;USA;Voice of America;E;Af;/BOT;0;;
15580;1600-1630;;USA;Voice of America;E;Af;/BOT;0;;
15580;1630-1700;Mo-Fr;USA;Voice of America;AH;EAf;/BOT;0;;
15580;1630-1700;SaSu;USA;Voice of America;E;Af;/BOT;0;;
15580;1700-2000;;USA;Voice of America;E;Af;/BOT;0;;
15580;2000-2100;;USA;Voice of America;E;Af;/CVA;0;;
15580;2100-2200;;USA;Voice of America;E;WAf;g;0;;
15590;1300-1330;;AUS;Reach Beyond Australia;HI;SAs;ku;0;;
15590;1330-1345;Mo-Sa;AUS;Reach Beyond Australia;TAM;SAs;ku;0;;
15590;1330-1400;Su;AUS;Reach Beyond Australia;HI;SAs;ku;0;;
15590;1345-1400;We-Th;AUS;Reach Beyond Australia;BE;SAs;ku;0;;
15590;1345-1400;1256;AUS;Reach Beyond Australia;TAM;SAs;ku;0;;
15590;1400-1415;SaSu;AUS;Reach Beyond Australia;CHG;SAs;ku;0;;
15590;1400-1415;We;AUS;Reach Beyond Australia;KUR;SAs;ku;0;;
15590;1400-1415;Mo;AUS;Reach Beyond Australia;MAL;SAs;ku;0;;
15590;1400-1415;Fr;AUS;Reach Beyond Australia;MAR;SAs;ku;0;;
15590;1400-1415;Th;AUS;Reach Beyond Australia;MEI;SAs;ku;0;;
15590;1400-1415;Tu;AUS;Reach Beyond Australia;TEL;SAs;ku;0;;
15590;1415-1430;Mo;AUS;Reach Beyond Australia;BE;SAs;ku;0;;
15590;1415-1430;Fr;AUS;Reach Beyond Australia;GU;SAs;ku;0;;
15590;1415-1430;We,Sa;AUS;Reach Beyond Australia;HI;SAs;ku;0;;
15590;1415-1430;Tu;AUS;Reach Beyond Australia;MW;SAs;ku;0;;
15590;1415-1430;Th;AUS;Reach Beyond Australia;TEL;SAs;ku;0;;
15590;1415-1445;Su;AUS;Reach Beyond Australia;GU;SAs;ku;0;;
15590;1430-1445;Mo-Fr;AUS;Reach Beyond Australia;E;SAs;ku;0;;
15590;1430-1445;Sa;AUS;Reach Beyond Australia;UR;SAs;ku;0;;
15590;0200-0500;;J;NHK Radio Japan;J;SAs;y;0;;
15595;0630-0710;;CVA;Radio Vaticana;L;ME;;2;;
15595;0700-0715;Mo-Sa;CVA;Radio Vaticana;I;ME;;2;;
15595;0715-0730;Mo-Sa;CVA;Radio Vaticana;F;ME;;2;;
15595;0730-0745;Mo-Sa;CVA;Radio Vaticana;E;ME;;2;;
15595;0930-1050;Su;CVA;Radio Vaticana;LTO;ME;;2;;
15595;0930-1100;1.Su;CVA;Radio Vaticana;GZ;EAf;;2;;
15595;1050-1130;Su;CVA;Radio Vaticana;Ang;WEu;;2;;
15595;1100-1120;;CVA;Radio Vaticana;Ang;WEu;;6;0812;0812
15595;1530-1600;;CVA;Radio Vaticana;A;ME;;5;;
15595;1600-1615;;CVA;Radio Vaticana;F;ME;;5;;
15595;1615-1630;;CVA;Radio Vaticana;E;ME;;5;;
15595;1840-1900;Su;CVA;Radio Vaticana;Ros;ME;;5;;
15600;0030-0045;;PHL;FEBC Manila;C-M;SEA;b;1;;
15600;0045-0100;;PHL;FEBC Manila;KC;SEA;b;1;;
15600;2330-0030;;PHL;FEBC Manila;BR;SEA;b;1;;
15600;1400-1500;;USA;Voice of America;KU;ME;/G-w;0;;
15610;0400-0500;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15610;1130-1200;;USA;Adventist World Radio;SHA;SEA;/CLN-t;0;;
15610;0400-0500;;USA;Voice of America;TB;FE;/THA-u;0;;
15610;1300-1500;;USA;WEWN EWTN Catholic R.;E;SEA;b;1;;
15610;1500-1900;;USA;WEWN EWTN Catholic R.;E;Eu;b;1;;
15610;1900-2400;;USA;WEWN EWTN Catholic R.;E;Af;b;1;;
15615;0015-0215;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15615;0245-0330;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15615;0400-0500;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15615;0600-0945;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;[0216]
15615;1015-1100;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15615;1100-1715;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15615;1800-1845;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15615;1915-2045;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15615;2215-2400;;AUS;VMW Wiluna Met Fax;;Oc;w;1;;
15620;0600-0700;;CHN;China Radio Int.;I;SEu;ka;0;;
15620;1400-1430;;PHL;FEBC Manila;JV;INS;b;1;;
15620;1500-1553;;PHL;Radio Veritas Asia;TAG;ME;/CVA;0;;
15620;1030-1100;;USA;Voice of America;SO;EAf;/STP;0;;
15620;1300-1400;;USA;Voice of America;SO;EAf;/BOT;0;;
15620;1600-1800;;USA;Voice of America;SO;EAf;/G-w;0;;
15625;0100-0130;Fr-Sa;USA;Adventist World Radio;M;FE;/CLN-t;0;;
15625;0100-0130;Su-Th;USA;Adventist World Radio;AM;FE;/CLN-t;0;;
15625;0130-0200;Fr-Sa;USA;Adventist World Radio;M;FE;/CLN-t;0;;
15625;0130-0200;Su-Th;USA;Adventist World Radio;CA;FE;/CLN-t;0;;
15630;1200-1300;;CLA;Radio Free North Korea;K;KRE;/UZB;5;;
15630;1300-1400;;EGY;Radio Cairo;DR;AFG;a;0;;
15632;0745-0755;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0616]
15632;1155-1205;We,Th;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[1114]
15632;1300-1310;Tu,We;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0416]
15632;1300-1310;Tu,We;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0915]
15632;1540-1550;Mo,Su;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0216]
15640;1000-1030;;PHL;FEBC Manila;BAI;CHN;b;1;;
15640;2330-0100;;PHL;FEBC Manila;;SEA;b;0;;
15640;0200-0330;;PHL;Radyo Pilipinas;E;ME;t;0;;
15660;1600-1800;;EGY;Radio Cairo;SWA;EAf;a;0;;
15665;0400-0500;;CHN;China Radio Int.;R;EEu;u;0;;
15665;0500-0600;;CHN;China Radio Int.;R;EEu;u;0;;
15665;0800-0900;;CHN;China Radio Int.;R;EEu;u;0;;
15665;0900-1000;;CHN;China Radio Int.;R;EEu;u;0;;
15665;1000-1100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15665;1000-1100;;USA;Radio Free Asia;TB;FE;/D-L;0;;
15670;0300-0400;;MDG;MWV African Pathways R.;E;Af;m;0;;
15670;1300-1330;;USA;Adventist World Radio;KC;SEA;/GUM-a;0;;
15670;1330-1400;126;USA;Adventist World Radio;ML;INS;/GUM-a;0;;
15670;1330-1400;We,Su;USA;Adventist World Radio;ASS;SAs;/GUM-a;0;;
15670;1330-1400;Th-Fr;USA;Adventist World Radio;HM;SAs;/GUM-a;0;;
15670;1930-2000;Su;USA;Voice of America;E;Eu;g;0;;
15680;1530-1600;;USA;Adventist World Radio;MAL;SAs;/MDG;0;;
15685;2200-2300;;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15690;0430-1530;;USA;Radio Farda;FS;IRN;/D-b;0;;
15690;1730-1800;Mo-Fr;USA;Voice of America;OO;EAf;/D-L;0;;
15690;1800-1900;;USA;Voice of America;AH;EAf;/D-L;0;;
15690;1900-1930;Mo-Fr;USA;Voice of America;TIG;EAf;/D-L;0;;
15700;1400-1500;;CHN;China Radio Int.;E;WNA;/CUB;0;;
15700;1500-1600;;CHN;China Radio Int.;E;WNA;/CUB;0;;
15700;0600-0630;;USA;Adventist World Radio;F;WAf;/D-n;0;;
15700;0030-0130;;USA;Radio Free Asia;BR;SEA;/MRA-t;0;;
15710;0100-0500;;CHN;China National Radio 6;AM;CHN;B;1;;
15710;0500-0600;;CHN;China National Radio 6;HK;CHN;B;1;;
15710;0600-0900;Th-Tu;CHN;China National Radio 6;HK;CHN;B;1;;
15710;1800-2200;;USA;Brother Stair;E;WNA;c;0;;
15710;1600-1800;;USA;World Harvest Radio 6;E;WNA;c;0;;
15710;2200-2400;;USA;World Harvest Radio 6;E;WNA;c;0;;
15711;1040-1050;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0103;3004[0316]
15715;1500-1530;;USA;Adventist World Radio;TAM;SAs;/GUM-a;0;;
15715;1530-1600;;USA;Adventist World Radio;OR;SAs;/GUM-a;0;;
15715;1600-1630;;USA;Adventist World Radio;E;SAs;/GUM-a;0;;
15715;0830-0900;We,Sa;USA;Voice of America;F;Af;/BOT;0;;
15715;1100-1130;Sa;USA;Voice of America;F;Af;/BOT;0;;
15720;1430-1500;;J;NHK Radio Japan;HI;SAs;/MDG;0;;
15720;0259-0458;;NZL;Radio New Zealand Int.;E;Oc;r;0;;
15720;1959-2051;Sa;NZL;Radio New Zealand Int.;E;Oc;r;0;;
15720;2051-2258;;NZL;Radio New Zealand Int.;E;Oc;r;0;;
15720;1951-2050;Su-Fr;NZL;RNZI DIGITAL;E;Oc;r;0;;
15721;0400-0420;Mo-Fr;RUS;S06 Russian Spy Numbers;R;FE;xx;1;;[1015]
15730;0500-0700;;PAK;Radio Pakistan;UR;ME;i;1;;
15730;1530-1600;;USA;Adventist World Radio;KAN;SAs;/GUM-a;0;;
15730;1830-1930;;USA;Voice of America;F;Af;/CVA;0;;
15730;1930-2030;;USA;Voice of America;F;Af;g;0;;
15730;2030-2100;Su;USA;Voice of America;F;Af;/BOT;0;;
15730;2030-2100;Sa;USA;Voice of America;HA;Af;/BOT;0;;
15745;1500-1530;;USA;Adventist World Radio;NE;SAs;/CLN-t;0;;
15755;0200-0230;;G;BBC;PS;AFG;/THA-n;6;3010;3112
15755;0200-0230;;G;BBC;PS;AFG;/SNG;6;0101;2603
15755;0230-0300;;G;BBC;DR;AFG;/THA-n;6;3010;3112
15755;0230-0300;;G;BBC;DR;AFG;/SNG;6;0101;2603
15760;0400-0900;;USA;Radio Mashaal;PS;PAK;/THA-u;0;;
15760;0900-1300;;USA;Radio Mashaal;PS;PAK;/THA-u;0;;
15770;0430-0530;;IND;All India Radio GOS;A;ME;k;8;;
15770;0845-0945;;IND;All India Radio GOS;IN;INS;p;1;;
15770;2100-2200;Mo;ARG;La Rosa de Tokio;S;ENA;/USA-o;1;;
15770;2100-2115;We;CYP;FG Radio;E;ENA;/USA-o;1;;
15770;2115-2200;We;F;Radio France Int.;F;ENA;/USA-o;1;;
15770;2100-2130;Sa;G;R.Northern Ireland;E;ENA;/USA-o;1;;
15770;2130-2200;Fr;I;Studio DX;I;ENA;/USA-o;1;;
15770;2130-2200;Th;UKR;Radio Ukraine Int.;E;ENA;/USA-o;1;;
15770;2100-2130;Tu;USA;Adventist World Radio;E;ENA;o;1;;
15770;1200-2100;;USA;Brother Stair;E;ENA;o;1;;
15770;2130-2200;Tu;USA;World of Radio;E;ENA;o;1;;
15770;2100-2130;457;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
15770;2130-2200;Su;USA;WRMI Radio Miami Int.;E;ENA;o;1;;
15770;2130-2200;Sa;USA;WRMI Radio Miami Int.;I;ENA;o;1;;
15775;2130-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0615]
15775;1530-1549;;CVA;Radio Vaticana DIGITAL;E;SAs;;6;3010;2412
15775;1549-1556;Sa;CVA;Radio Vaticana DIGITAL;E;SAs;;6;3010;2412
15775.2;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
15775.2;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
15775.2;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
15775.2;2130-2300;;TWN;Sound of Hope;M;FE;;1;;[0415]
15775.2;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
15785;0000-2400;;D;biteXpress DIGITAL;D;D;e;1;;[0815]
15795;1625-1635;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0616]
15795;0900-1200;;USA;WWCR 1 Nashville, TN;E;NAm;n;2;;
15795;1000-1015;Sa;USA;WWCR 1 Nashville, TN;R;NAm;n;2;;
15795;1115-1130;Mo-Fr;USA;WWCR 1 Nashville, TN;A;NAm;n;2;;
15795;1130-1145;Mo-Fr;USA;WWCR 1 Nashville, TN;R;NAm;n;2;;
15800;0000-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0215]
15800;0000-0100;;TWN;Sound of Hope-RFA;M;FE;;1;;
15800;0100-1400;;TWN;Sound of Hope-RFA;M;FE;;1;;
15800;1400-1500;;TWN;Sound of Hope-RFA;CA;FE;;1;;[0515]
15803;1300-1310;Tu,We;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0716]
15805;1815-1825;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0108;3108[0814]
15825;1345-1355;Tu,We;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0716]
15825;1300-2200;;USA;WWCR 1 Nashville, TN;E;NAm;n;2;;
15825;1700-1730;Su;USA;WWCR 1 Nashville, TN;L;NAm;n;2;;
15830;0600-0610;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0106;3006[0616]
15835;1815-1825;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3105[0514]
15835;1915-1925;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3105[0514]
15840;2130-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1015]
15840;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
15840;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
15840;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
15840;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
15840;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
15850;1815-1825;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0107;3107[0714]
15870;2030-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0914]
15870;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
15870;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
15870;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
15870;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
15870;2030-2130;;TWN;Sound of Hope;M;FE;;1;;
15870;2130-2300;;TWN;Sound of Hope;M;FE;;1;;[0415]
15870;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1116]
15910;1815-1825;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0106;3006[0614]
15915;0545-0555;We,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0314]
15915;0545-0555;We,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1014]
15915;1155-1205;We,Th;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0414]
15915;1155-1205;We,Th;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1014]
15915;1540-1550;Mo,Su;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0316]
15915;1540-1550;Mo,Su;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1014]
15935;0500-0510;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0107;3107[0714]
15945;0600-0610;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0616]
15960;0500-0510;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0109;3009[0914]
15970;2130-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0715]
15970;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
15970;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
15970;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
15970;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
15970;2130-2300;;TWN;Sound of Hope;M;FE;;1;;[0415]
15970;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
16020;1010-1020;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0616]
16024;0000-2400;;CHN;BAF Beijing Meteo Fax;;FE;bm;1;;
16035;0740-1010;;SNG;9VF Kyodo News Agcy Fax;;FE;j;1;;
16035;1415-1815;;SNG;9VF Kyodo News Agcy Fax;;FE;j;1;;
16100;2130-1400;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0716]
16100.2;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16100.2;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
16100.2;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
16112;0745-0755;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[1215]
16112;1015-1025;Mo,Th;POL;S11 Polish Spy Numbers;R;;p;1;0103;3004[0414]
16112;1015-1025;Mo,Th;POL;S11 Polish Spy Numbers;R;;p;1;0109;3110[1016]
16125;0600-0610;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0105;3105[0516]
16135;1719-0400;;HWA;KVM70 Fax Honolulu;;Oc;nm;1;;[0416]
16145;0600-0610;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[1114]
16150;0000-2400;;ARG;Various Progs (Feeders);S;ATA;;1;;
16160;2130-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0715]
16160.1;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16160.1;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
16160.1;2130-2300;;TWN;Sound of Hope;M;FE;;1;;[0415]
16160.1;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
16180;2054-2150;246;CUB;Cuban Spy Numbers;S;Am;b;1;;[1116]
16243;0920-0930;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[0116]
16250;2130-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0915]
16250.1;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16250.1;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
16250.1;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
16250.1;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
16250.1;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
16250.1;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
16268;0930-0940;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0103;3004[0316]
16300;2130-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0616]
16300;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16300;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
16300;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
16300;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
16300;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
16318;0930-0940;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0103;3004[0416]
16318;0930-0940;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0109;3110
16320;0630-0640;Su;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0616]
16331.7;0000-2400;;RUS;Channel Marker D;-CW;EEu;se;1;;[0716]
16331.8;0000-2400;;RUS;Channel Marker P;-CW;RUS;kl;1;;
16331.9;0000-2400;;RUS;Channel Marker S;-CW;RUS;sm;1;;[0414]
16332;0000-2400;;RUS;Channel Marker C;-CW;RUS;m;1;;[1114]
16332.1;0000-2400;;RUS;Channel Marker A;-CW;RUS;as;1;;
16332.2;0000-2400;;RUS;Channel Marker F;-CW;FE;vl;1;;[0416]
16332.3;0000-2400;;RUS;Channel Marker K;-CW;FE;as;1;;
16332.4;0000-2400;;RUS;Channel Marker M;-CW;FE;mg;1;;
16335;1155-1205;We,Th;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0814]
16335;1540-1550;Mo,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0815]
16340.1;0045-0100;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340.1;0145-0200;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340.1;0245-0300;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340.1;0345-0400;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340.1;0445-0500;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340.1;2145-2200;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340.1;2245-2300;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340.1;2345-2400;;NZL;ZKLF Wellington Met Fax;;Oc;a;1;;
16340;0600-0610;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0108;3108[0814]
16350;2300-1400;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
16350;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16350;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
16380;0900-0910;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0515]
16388;1110-1120;Mo,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0815]
16420;0000-2400;;HKG;VRC Marine Rescue Radio;E;FE;m;1;;
16515;0640-0650;Su;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[1215]
16528;2300-1000;;AUS;VMW Wiluna WA;E;AUS;w;1;;
16528;1115-1130;;S;Oceansseglingsklubben;SWE;NEu;;1;;
16528;1915-1930;;S;Oceansseglingsklubben;SWE;NEu;;1;;
16530;1015-1025;Mo,Th;POL;S11 Polish Spy Numbers;R;;p;1;0105;3108[0616]
16531;0303-0323;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
16531;0333-0353;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
16531;0803-0823;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
16531;0903-0923;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
16531;1503-1523;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
16531;1533-1553;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;[0914]
16531;2003-2023;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
16531;2103-2123;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
16546;2100-0800;;AUS;VMC Charleville QL;E;AUS;c;1;;
16600;2030-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;d;1;;[0615]
16600.3;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16600.3;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
16600.3;2030-2130;;TWN;Sound of Hope;M;FE;;1;;
16600.3;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
16600.3;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
16680;0000-2400;;RUS;Russian Navy;-CW;RUS;xy;1;;[0616]
16750;2300-1400;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0315]
16750;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16750;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
16775;2130-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0615]
16775;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
16775;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
16775;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
16775;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
16806.5;1900-1910;;ARG;L2C Buenos Aires Radio;S;SAm;g;1;;
16806.5;0230-0240;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
16806.5;0500-0510;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
16806.5;0900-0910;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
16806.5;1500-1510;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
16806.5;1900-1910;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
16806.5;2315-2325;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
16806.5;0030-0040;;INS;Jakarta Radio;E;SEA;;1;;
16806.5;1200-1210;;INS;Jakarta Radio;E;SEA;;1;;
16806.5;0015-0025;;USA;NMC NAVTEX Pt Reyes CA;;WNA;pr;1;;[1014]
16806.5;1730-1740;;USA;NMC NAVTEX Pt Reyes CA;;WNA;pr;1;;
16806.5;1630-1640;;USA;NMF NAVTEX Boston MA;;ENA;bo;1;;
16808;0600-0610;;CHN;XSV Tianjin Radio Telex;M;FE;tj;1;;
16808;0900-0910;;CHN;XSV Tianjin Radio Telex;M;FE;tj;1;;
16808;1200-1210;;CHN;XSV Tianjin Radio Telex;M;FE;tj;1;;
16808;1400-1410;;CHN;XSV Tianjin Radio Telex;M;FE;tj;1;;
16809;0000-2400;;USA;WLO Mobile Radio;-CW;Car;mo;1;;[0515]
16854;0120-0130;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
16854;0320-0330;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
16854;0720-0730;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
16854;0920-0930;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
16854;1320-1330;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
16854;1333-1343;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;[0616]
16854;1520-1530;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
16854;2220-2230;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
16898.5;0050-0100;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
16898.5;0250-0300;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
16898.5;0650-0700;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
16898.5;0850-0900;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
16898.5;1250-1300;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
16898.5;1350-1400;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
16898.5;1450-1500;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
16902;0755-0815;;CHN;3SD Beijing Meteo Fax;;FE;bs;1;;
16902;1130-1150;;CHN;3SD Beijing Meteo Fax;;FE;bs;1;;
16905;0000-2400;;DJI;FUV Djibouti Stanag;F;EAf;;1;;[0416]
16945;0610-0620;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0616]
16957;0000-2400;;NCL;FUJ STANAG;F;Oc;;1;;[0216]
16961.5;0000-2400;;MRT;FUF Martinique STANAG;F;Oc;;1;;[0616]
16971;2300-2330;;J;JFC Misaki Fisheries Fax;;FE;ky;1;;
16971;0145-0300;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
16971;0430-0450;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
16971;0540-0800;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
16971;1100-1200;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
16971;1335-1530;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
16971;1645-2000;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;[0616]
16971;2215-2245;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
16974;0230-0245;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
