"195","3C0","Annobon I.","AF","1.30N","5.36E","36","52","A","11-15-45","3C0","",""
"148","YY","Venezuela","SA","10.30N","67.00W","9","12","A","11-15-45","YV,4M,YW,YY,YX","",""
"148","YX","Venezuela","SA","10.30N","67.00W","9","12","A","11-15-45","YV,4M,YW,YY,YX","",""
"148","4M","Venezuela","SA","10.30N","67.00W","9","12","A","11-15-45","YV,4M,YW,YY,YX","",""
"149","CU","Azores","EU","38.00N","25.00W","14","36","A","11-15-45","CU,CT2","",""
"149","CT","Azores","EU","38.00N","25.00W","14","36","A","11-15-45","CU,CT2","",""
"150","VK/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/1","Canberra A.","OC","35.12S","148.99E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VK/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/2","NS.Wales","OC","32.66S","146.5E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VK/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/3","Victoria A.","OC","36.85S","144.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VK/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/4","Queensland","OC","23.17S","144.55E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VK/5","S.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/5","S.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/5","S.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/5","S.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/5","S.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/5","S.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/5","S.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/5","W.Australia","OC","29.8S","134.6E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VK/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/6","W.Australia","OC","26.7S","122.4E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VK/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/8","NT Australia","OC","19.9S","133.8E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VK/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VI/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","AX/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VH/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VJ/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VM/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VN/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"150","VZ/7","Tasmania","OC","41.73S","147.1E","30","55","A","11-15-45","VK,VI,AX,VH,VJ,VL,VM,VN,VZ","",""
"151","R1MV","Malyj Vysotskij I.","EU","60.00N","28.00E","16","29","A","11-15-45","4J1F < 06-30-94,4J1FS < 06-30-94,R1MV > 01-01-94","",""
"152","XX9","Macao","AS","22.00N","114.00E","24","44","A","11-15-45","XX9,CR9","",""
"153","VK0M","Macquarie I.","OC","54.42S","158.48E","30","60","A","11-15-45","VK0","",""
"154","4W","Yemen Arab Rep.","AS","13.00N","45.00E","21","39","D","05-22-90","4W","",""
"155","VS2","Malaya","AS","3.00N","102.00E","28","54","D","09-16-63","VS2,9M2","",""
"157","C2","Nauru","OC","0.32S","166.55E","31","65","A","11-15-45","C2","",""
"158","YJ","Vanuatu","OC","18.00S","168.00E","32","56","A","11-15-45","YJ","",""
"159","8Q","Maldives","AF","3.15N","73.00E","22","41","A","11-15-45","8Q","",""
"160","A3","Tonga","OC","20.00S","175.00W","32","62","A","11-15-45","A3","",""
"161","HK0/M","Malpelo I.","SA","4.00N","81.06W","7","12","A","11-15-45","HK0M,5J0M,HK0TU","",""
"162","FK","New Caledonia","OC","22.00S","167.00E","32","56","A","11-15-45","FK,TX8FU > 11-06-95","",""
"163","P2","Papua New Guinea","OC","5.12S","145.36E","28","51","A","09-16-75","P2","",""
"164","C9","Manchuria","AS","29.48N","106.30E","24","33","D","09-17-63","C9 < 09-17-63","",""
"165","3B8","Mauritius","AF","20.18S","57.30E","39","53","A","11-15-45","3B8,3B1","",""
"166","KH0","Mariana Is.","OC","16.00N","146.00E","27","64","A","11-15-45","KH0,AH0,NH0,WH0,KG6SL","",""
"167","OH0M","Market Reef","EU","60.18N","19.00E","15","18","A","11-15-45","OJ0,OH0M","",""
"168","V7","Marshall Is.","OC","9.12N","167.00E","31","65","A","11-15-45","V7","",""
"169","FH","Mayotte","AF","13.00S","45.18E","39","53","A","07-06-75","FH","",""
"169","T0","Mayotte","AF","13.00S","45.18E","39","53","A","07-06-75","FH","",""
"170","ZL","New Zealand","OC","43.00S","172.30E","32","60","A","11-15-45","ZL,ZM","",""
"170","ZM","New Zealand","OC","43.00S","172.30E","32","60","A","11-15-45","ZL,ZM","",""
"171","VK9M","Mellish Reef","OC","17.36S","155.48E","30","56","A","11-15-45","VK9M,VK9ZM,VK4ALF/9 > 11-06-95","",""
"172","VP6","Pitcairn I.","OC","25.06S","130.06W","32","63","A","11-15-45","VP6,VR6JR,VR6 <01-01-98","",""
"173","V6","Micronesia","OC","9.30N","138.00E","27","65","A","01-01-81","V6","",""
"174","KH4","Midway I.","OC","28.00N","177.30W","31","61","A","11-15-45","KH4,WH4,NH4,AH4","",""
"175","FO","French Polynesia","OC","18.00S","150.00W","32","63","A","03-31-98","FO,TO8K","",""
"176","3D2","Fiji","OC","18.00S","175.00E","32","56","A","11-15-45","3D2","",""
"177","JD1/M","Minami Torishima","OC","25.00N","154.00E","27","90","A","11-15-45","7J1ACH,JD1YAA","",""
"178","1M","Minerva Reef","OC","21.00S","175.00W","32","62","D","07-15-72","1M","",""
"179","ER","Moldavia","EU","47.00N","29.00E","16","29","A","11-15-45","UO,RO,U5O,R5O,EK5O,EM5O,EN5O,EO5O,ER5O,EX5O,EY5O,EZ5O,RK5O,EU5O,UK5O,ER > 07-01-93","",""
"180","SV/A","Mount Athos","EU","40.12N","24.18E","20","28","A","11-15-45","SY1MA,SV1JG/A,SV2ASP/A,SV0GV/3,SY,SV/A","",""
"181","C8","Mozambique","AF","15.00S","41.00E","37","53","A","11-15-45","C8,C9 > 09-17-63","",""
"181","C9","Mozambique","AF","15.00S","41.00E","37","53","A","11-15-45","C8,C9 > 09-17-63","",""
"182","KP1","Navassa I.","NA","18.00N","75.00W","8","11","A","11-15-45","KP1,NP1,WP1","",""
"183","PK5","Borneo Netherlands","OC","6.00S","107.00E","28","54","D","05-01-63","PK5","",""
"184","JZ0","N. Guinea Netherlands","OC","4.52S","140.73E","28","51","D","04-30-63","JZ0","",""
"185","H4","Solomon Is.","OC","9.24S","160.00E","28","51","A","11-15-45","H4","",""
"187","5U","Niger","AF","13.30N","2.00E","35","46","A","08-03-60","5U","",""
"188","ZK2","Niue","OC","19.00S","170.00W","32","62","A","11-15-45","ZK2","",""
"188","E6","Niue","OC","19.00S","170.00W","32","62","A","11-15-45","ZK2","",""
"189","VK9","Norfolk I.","OC","29.00S","168.00E","32","60","A","11-15-45","VK9N,VK9,AX9N","",""
"189","AX9N","Norfolk I.","OC","29.00S","168.00E","32","60","A","11-15-45","VK9N,VK9,AX9N","",""
"189","VI9N","Norfolk I.","OC","29.00S","168.00E","32","60","A","11-15-45","VK9N,VK9,AX9N","",""
"190","5W","Samoa","OC","13.36S","172.20W","32","62","A","11-15-45","5W","",""
"191","ZK1/N","N. Cook Is.","OC","10.30S","161.00W","32","62","A","11-15-45","ZK1CQ,ZK1RS,ZK1BY,ZK1WL,ZK1XP,ZK1XY,ZK1/N","",""
"191","ZK1CQ","N. Cook Is.","OC","10.30S","161.00W","32","62","A","11-15-45","ZK1CQ,ZK1RS,ZK1BY,ZK1WL,ZK1XP,ZK1XY,ZK1/N","",""
"191","ZK1RS","N. Cook Is.","OC","10.30S","161.00W","32","62","A","11-15-45","ZK1CQ,ZK1RS,ZK1BY,ZK1WL,ZK1XP,ZK1XY,ZK1/N","",""
"191","ZK1BY","N. Cook Is.","OC","10.30S","161.00W","32","62","A","11-15-45","ZK1CQ,ZK1RS,ZK1BY,ZK1WL,ZK1XP,ZK1XY,ZK1/N","",""
"191","ZK1WL","N. Cook Is.","OC","10.30S","161.00W","32","62","A","11-15-45","ZK1CQ,ZK1RS,ZK1BY,ZK1WL,ZK1XP,ZK1XY,ZK1/N","",""
"191","ZK1XP","N. Cook Is.","OC","10.30S","161.00W","32","62","A","11-15-45","ZK1CQ,ZK1RS,ZK1BY,ZK1WL,ZK1XP,ZK1XY,ZK1/N","",""
"191","ZK1XY","N. Cook Is.","OC","10.30S","161.00W","32","62","A","11-15-45","ZK1CQ,ZK1RS,ZK1BY,ZK1WL,ZK1XP,ZK1XY,ZK1/N","",""
"192","JD1","Ogasawara","AS","27.30N","141.00E","27","45","A","11-15-45","JD1,KA2IJ,JD1AMA","",""
"193","KR6","Okinawa Ryukyu Is.","AS","26.5N","127.99E","25","45","D","05-16-72","KR6,KR8,JR6,KA6","",""
"194","7J1","Okino Tori-shima","AS","27.30N","141.00E","27","45","D","12-01-80","7J1","",""
"196","ZC6","Palestine","AS","32.00N","35.00E","20","39","D","07-01-68","ZC6,4X1","",""
"196","E44","Palestine","AS","32.00N","35.00E","20","39","D","07-01-68","ZC6,4X1","",""
"196","4X1","Palestine","AS","32.00N","35.00E","20","39","D","07-01-68","ZC6,4X1","",""
"197","KH5","Palmyra & Jarvis Is.","OC","6.00N","162.00W","31","61","A","11-15-45","KH5,WH5,AH5,NH5.KH5J,WH5J,AH5J,NH5J","",""
"198","P2/P","Papua Territory","OC","5.12S","145.36E","28","51","D","09-16-75","P2,VK9/P","",""
"199","3Y/P","Peter I I.","AN","68.50S","90.45W","12","72","A","11-15-45","3Y1EE,3Y0PI,3Y/P","",""
"200","CR10","Portuguese Timor","OC","9.79S","124.30E","28","54","D","09-14-76","CR10,CR8","",""
"201","ZS8","Prince Edward & Marion Is.","AF","46.48S","37.48E","38","57","A","11-15-45","ZS8MI,ZT8M,ZU8M,ZR8M,ZS8","",""
"202","KP4","Puerto Rico","NA","18.30N","66.12W","8","11","A","11-15-45","KP4,WP4,NP4,KP3 > 3-23-95,NP3 > 3-23-95,WP3 > 3-23-95","",""
"202","WP4","Puerto Rico","NA","18.30N","66.12W","8","11","A","11-15-45","KP4,WP4,NP4,KP3 > 3-23-95,NP3 > 3-23-95,WP3 > 3-23-95","",""
"202","NP4","Puerto Rico","NA","18.30N","66.12W","8","11","A","11-15-45","KP4,WP4,NP4,KP3 > 3-23-95,NP3 > 3-23-95,WP3 > 3-23-95","",""
"202","NP3","Puerto Rico","NA","18.30N","66.12W","8","11","A","11-15-45","KP4,WP4,NP4,KP3 > 3-23-95,NP3 > 3-23-95,WP3 > 3-23-95","",""
"202","KP3","Puerto Rico","NA","18.30N","66.12W","8","11","A","11-15-45","KP4,WP4,NP4,KP3 > 3-23-95,NP3 > 3-23-95,WP3 > 3-23-95","",""
"202","WP3","Puerto Rico","NA","18.30N","66.12W","8","11","A","11-15-45","KP4,WP4,NP4,KP3 > 3-23-95,NP3 > 3-23-95,WP3 > 3-23-95","",""
"203","C3","Andorra","EU","42.30N","1.30E","14","27","A","11-15-45","C3","",""
"204","XF4","Revillagigedo","NA","8.00N","112.00W","6","10","A","11-15-45","XF4,6D4,XE4,4A4,4B4,4C4,6E4,6F4,6G4,6H4,6I4,6J4,XB4,XA4,XC4,XD4,XG4,XH4,XI4,XF0C","",""
"205","ZD8","Ascension I.","AF","8.00S","14.00W","36","66","A","11-15-45","ZD8","",""
"206","OE","Austria","EU","47.9N","14.47E","15","28","A","11-15-45","OE,4U1V","",""
"207","3B9","Rodrigues I.","AF","19.42S","63.24E","39","53","A","11-15-45","3B9","",""
"208","9U5","Ruanda-Urundi","AF","3.00S","29.00E","36","52","D","07-01-62","9U5","",""
"209","ON","Belgium","EU","50.54N","4.24E","14","27","A","11-15-45","ON,OR,OQ,OS,OT,OO,OP","",""
"210","9S4","Saar","EU","49.6N","6.5E","14","28","D","03-31-57","9S4","",""
"211","CY0","Sable I.","NA","43.48N","60.00W","5","9","A","11-15-45","CY0,VE4CF/VE1,VE1AI/1","",""
"212","LZ","Bulgaria","EU","43.14N","25.83E","20","28","A","11-15-45","LZ","",""
"213","FS","Saint Martin","NA","18.00N","63.00W","8","11","A","11-15-45","FS,FJ","",""
"516","FJ","Saint Barthelemy","NA","18.00N","63.00W","8","11","A","11-15-45","FS,FJ","",""
"516","FS","Saint Barthelemy","NA","18.00N","63.00W","8","11","A","11-15-45","FS,FJ","",""
"213","TO0","Saint Martin","NA","18.00N","63.00W","8","11","A","11-15-45","FS,FJ","",""
"213","TO9","Saint Martin","NA","18.00N","63.00W","8","11","A","11-15-45","FS,FJ","",""
"516","TO0","Saint Barthelemy","NA","18.00N","63.00W","8","11","A","11-15-45","FS,FJ","",""
"516","TO9","Saint Barthelemy","NA","18.00N","63.00W","8","11","A","11-15-45","FS,FJ","",""
"214","TK","Corsica","EU","42.00N","9.00E","15","28","A","11-15-45","TK","",""
"215","5B","Cyprus","AS","34.94N","32.97E","20","39","A","11-15-45","5B,H2,C4,P3","",""
"215","H2","Cyprus","AS","34.94N","32.97E","20","39","A","11-15-45","5B,H2,C4,P3","",""
"215","C4","Cyprus","AS","34.94N","32.97E","20","39","A","11-15-45","5B,H2,C4,P3","",""
"215","P3","Cyprus","AS","34.94N","32.97E","20","39","A","11-15-45","5B,H2,C4,P3","",""
"216","HK0","San Andres & Providencia","NA","12.30N","81.42W","7","11","A","11-15-45","HK0,5J0,HJ0","",""
"217","CE0X","San Felix & San Ambrosio","SA","26.00S","80.00W","12","14","A","11-15-45","CE0X,XQ0X,XR0X","",""
"218","OK/D","Czech Republic","EU","49.94N","14.99E","15","28","D","12-31-92","OK,OL,OM","",""
"218","OL/D","Czech Republic","EU","49.94N","14.99E","15","28","D","12-31-92","OK,OL,OM","",""
"218","OM/D","Czech Republic","EU","49.94N","14.99E","15","28","D","12-31-92","OK,OL,OM","",""
"219","S9","Sao Tome & Principe","AF","0.18N","6.00E","36","47","A","11-15-45","S9","",""
"220","VS4","Sarawak","OC","3.00N","102.00E","28","54","D","09-16-63","VS4","",""
"221","OZ","Denmark","EU","55.42N","12.36E","14","18","A","11-15-45","OZ,OU,OV,OW,5P,5Q","",""
"221","OU","Denmark","EU","55.42N","12.36E","14","18","A","11-15-45","OZ,OU,OV,OW,5P,5Q","",""
"221","OV","Denmark","EU","55.42N","12.36E","14","18","A","11-15-45","OZ,OU,OV,OW,5P,5Q","",""
"221","OW","Denmark","EU","55.42N","12.36E","14","18","A","11-15-45","OZ,OU,OV,OW,5P,5Q","",""
"221","5P","Denmark","EU","55.42N","12.36E","14","18","A","11-15-45","OZ,OU,OV,OW,5P,5Q","",""
"221","5Q","Denmark","EU","55.42N","12.36E","14","18","A","11-15-45","OZ,OU,OV,OW,5P,5Q","",""
"222","OY","Faroe Is.","EU","62.00N","7.00W","14","18","A","11-15-45","OY","",""
"223","GX","England","EU","51.30N","0.06W","14","27","A","11-15-45","G,GX,M,MX,2E,GB","",""
"223","MX","England","EU","51.30N","0.06W","14","27","A","11-15-45","G,GX,M,MX,2E,GB","",""
"223","2E","England","EU","51.30N","0.06W","14","27","A","11-15-45","G,GX,M,MX,2E,GB","",""
"223","GB","England","EU","51.30N","0.06W","14","27","A","11-15-45","G,GX,M,MX,2E,GB","",""
"224","OH","Finland","EU","60.12N","25.00E","15","18","A","11-15-45","OH,OF,OG,OI,OJ","",""
"224","OF","Finland","EU","60.12N","25.00E","15","18","A","11-15-45","OH,OF,OG,OI,OJ","",""
"224","OG","Finland","EU","60.12N","25.00E","15","18","A","11-15-45","OH,OF,OG,OI,OJ","",""
"224","OI","Finland","EU","60.12N","25.00E","15","18","A","11-15-45","OH,OF,OG,OI,OJ","",""
"224","OJ","Finland","EU","60.12N","25.00E","15","18","A","11-15-45","OH,OF,OG,OI,OJ","",""
"225","IS0","Sardinia","EU","40.00N","9.00E","15","28","A","11-15-45","IS0,IM0,IH9A","",""
"225","IM0","Sardinia","EU","40.00N","9.00E","15","28","A","11-15-45","IS0,IM0,IH9A","",""
"225","IH9A","Sardinia","EU","40.00N","9.00E","15","28","A","11-15-45","IS0,IM0,IH9A","",""
"226","8Z4","Saudi Arabia/Iraq Neut. Zone ","AS","29.0N","45.30E","21","39","D","12-25-81","8Z4","",""
"228","HK0/S","Serrana Bank & Roncador Cay","NA","15.22N","80.18W","8","11","D","09-16-81","HK0AA","",""
"231","AC3","Sikkim","AS","22.36N","88.24E","22","41","D","05-01-75","AC3","",""
"232","T5","Somalia","AF","2.00S","46.00E","37","48","A","11-15-45","T5,6O","",""
"233","ZB2","Gibraltar","EU","36.00N","5.30W","14","37","A","11-15-45","ZB2,ZB2X,ZB,ZG","",""
"234","ZK1/S","S. Cook Is.","OC","21.00S","159.30W","32","62","A","11-15-45","ZK1","",""
"234","E51","Rarotonga","OC","21.2S","159.75W","32","62","A","11-15-45","ZK1","",""
"235","VP8G","South Georgia I.","SA","54.00S","37.00W","13","73","A","11-15-45","VP8BUB,VP8CDJ,VP8CGK,VP8SGB,VP8CDI,4K1GAG","",""
"236","SV","Greece","EU","39.24N","22.09E","20","28","A","11-15-45","SV,SW,SZ,J4,SX","",""
"236","SX","Greece","EU","39.24N","22.09E","20","28","A","11-15-45","SV,SW,SZ,J4,SX","",""
"236","SW","Greece","EU","39.24N","22.09E","20","28","A","11-15-45","SV,SW,SZ,J4,SX","",""
"236","SZ","Greece","EU","39.24N","22.09E","20","28","A","11-15-45","SV,SW,SZ,J4,SX","",""
"236","SY","Greece","EU","39.24N","22.09E","20","28","A","11-15-45","SV,SW,SZ,J4,SX","",""
"236","J4","Greece","EU","39.24N","22.09E","20","28","A","11-15-45","SV,SW,SZ,J4,SX","",""
"237","OX","Greenland","NA","63.00N","52.00W","40","5","A","11-15-45","OX,XP","",""
"238","VP8O","South Orkney Is.","SA","060.00S","46.00W","13","73","A","11-15-45","VP8ME,LU1Z,VP8BXK,EC0BOD,LU5ZA,VP8CFM,VP8SO,LU6Z","",""
"239","HA","Hungary","EU","47.25N","19.89E","15","28","A","11-15-45","HA,HG","",""
"239","HG","Hungary","EU","47.25N","19.89E","15","28","A","11-15-45","HA,HG","",""
"240","VP8S","South Sandwich Is.","SA","57.00S","28.00W","13","73","A","11-15-45","VP8SSI,4K1ZI","",""
"241","VP8H","South Shetland Is.","SA","62.00S","58.30W","13","73","A","11-15-45","LU2Z,4K1F,CX0XY,HF0POL,LU5ZI,ZX0ECF,EA0BOD,LU3ZI,HL5BDS,CE9GEW,ED0BOE,4K1ADQ,ZV0ASN,LZ0A","",""
"242","TF","Iceland","EU","64.06N","22.00W","40","17","A","11-15-45","TF","",""
"243","VS9A","People's Dem. Rep. of Yemen","AS","13.00N","45.00E","21","39","D","05-22-90","VS9A,VS9P,VS9S","",""
"244","ST0","Southern Sudan","AF","5.00N","31.36E","34","48","D","12-31-94","ST0,6T0,6U0<12-31-94","",""
"245","EI","Ireland","EU","53.18N","6.18W","14","27","A","11-15-45","EI,EJ","",""
"245","EJ","Ireland","EU","53.18N","6.18W","14","27","A","11-15-45","EI,EJ","",""
"246","1A0","SMO Malta","EU","41.9N","12.48E","15","28","A","11-15-45","1A0,1A0KM","",""
"247","1S","Spratly Is.","OC","10.76N","115.86E","26","50","A","11-15-45","1S,9M0,DU0,9M6TCR,9M6TPR,9M0S","",""
"247","9M0","Spratly Is.","OC","10.76N","115.86E","26","50","A","11-15-45","1S,9M0,DU0,9M6TCR,9M6TPR,9M0S","",""
"247","DU0","Spratly Is.","OC","10.76N","115.86E","26","50","A","11-15-45","1S,9M0,DU0,9M6TCR,9M6TPR,9M0S","",""
"247","9M6","Spratly Is.","OC","10.76N","115.86E","26","50","A","11-15-45","1S,9M0,DU0,9M6TCR,9M6TPR,9M0S","",""
"249","V4","St. Kitts & Nevis","NA","17.18N","62.36W","8","11","A","11-15-45","V4","",""
"250","ZD7","St. Helena","AF","16.00S","6.00W","36","66","A","11-15-45","ZD7","",""
"251","HB0","Liechtenstein","EU","47.00N","9.30E","14","28","A","11-15-45","HB0,HE0","",""
"251","HE0","Liechtenstein","EU","47.00N","9.30E","14","28","A","11-15-45","HB0,HE0","",""
"252","CY9","St. Paul I.","NA","47.12N","60.06W","5","9","A","11-15-45","CY9,CY0SPI,VE1CR/1,VE1SPI,VE1ASJ/1","",""
"253","PY0S","St. Peter & St. Paul Rocks","SA","01.3N","30.00W","11","13","A","11-15-45","PY0S,PY0S,ZX0S,ZZ0S,ZV0S,ZW0S,ZY0S,PP0S,PQ0S,PR0S,PS0S,PT0S,PU0S,PV0S,PW0S,PX0S","",""
